movieid,moviename,year,genres
9443,Ultraviolet,2006,Action|Sci-Fi|Thriller
9444,"Just My Luck",2006,Comedy|Romance
9447,"16 Blocks",2006,Crime|Thriller
9449,"Failure to Launch",2006,Comedy|Romance
9452,Stromboli,1950,Drama
9455,"Ask the Dust",2006,Drama|Romance
9457,"She's the Man",2006,Comedy|Romance
9459,"Find Me Guilty",2006,Comedy|Crime|Drama
9460,"Inside Man",2006,Crime|Drama|Thriller
9461,Tsotsi,2005,Crime|Drama
9462,Aquamarine,2006,Children|Comedy|Fantasy
9467,"Son of the Pink Panther",1993,Comedy
9470,"Nanook of the North",1922,Documentary|Drama
9471,Resurrection,1980,Drama|Fantasy
9472,"Take the Lead",2006,Drama
9475,Mouchette,1967,Drama
9476,"Lucky Number Slevin",2006,Crime|Drama|Thriller
9478,"Akeelah and the Bee",2006,Drama
9480,"Stay Alive",2006,Horror|Sci-Fi|Thriller
9481,"Basic Instinct 2",2006,Crime|Drama|Mystery|Thriller
9482,Brick,2005,Crime|Drama|Film-Noir|Mystery
9483,"Evil Aliens",2005,Comedy|Horror|Sci-Fi
9484,"This Film Is Not Yet Rated",2006,Documentary
9486,Slither,2006,Comedy|Horror|Sci-Fi
9488,"Phat Girlz",2006,Comedy
9489,Renaissance,2006,Action|Animation|Film-Noir|Sci-Fi|Thriller
9490,"Friends with Money",2006,Comedy|Drama|Romance
9495,Hoot,2006,Children|Comedy
9496,"Scary Movie 4",2006,Comedy|Horror
9497,"Hard Candy",2005,Drama|Thriller
9502,"Silent Hill",2006,Fantasy|Horror|Thriller
9503,"American Dreamz",2006,Comedy|Drama
9504,"Kinky Boots",2005,Comedy|Drama
9506,"Mission: Impossible III",2006,Action|Adventure|Thriller
9507,RV,2006,Action|Children|Comedy
9508,"United 93",2006,Drama
9509,"Stick It",2006,Comedy
9510,"Footlight Parade",1933,Comedy|Musical|Romance
9512,"Down in the Valley",2005,Drama|Romance
9514,"Over the Hedge",2006,Adventure|Animation|Children|Comedy
9515,"Art School Confidential",2006,Comedy|Drama
9518,"X-Men: The Last Stand",2006,Fantasy|Sci-Fi|Thriller
9520,"Peaceful Warrior",2006,Drama
9521,Cars,2006,Animation|Children|Comedy|Fantasy
9523,"Vera Cruz",1954,Adventure|Western
9525,"On a Clear Day",2005,Drama
9528,"Nacho Libre",2006,Comedy
9530,Click,2006,Comedy|Drama|Fantasy
9534,"Pirates of the Caribbean: Dead Man's Chest",2006,Action|Adventure|Comedy|Fantasy
9535,"You, Me and Dupree",2006,Comedy
9536,"Clerks II",2006,Comedy
9538,"My Super Ex-Girlfriend",2006,Comedy|Fantasy|Romance
9540,"Marie Antoinette",2006,Drama
9541,"Who Killed the Electric Car?",2006,Documentary
9547,Stoned,2005,Drama
9551,"Garfield: A Tail of Two Kitties",2006,Animation|Children|Comedy
9552,"Metal: A Headbanger's Journey",2005,Documentary
9554,"Superman Returns",2006,Action|Adventure|Fantasy|Sci-Fi
9558,"Little Miss Sunshine",2006,Comedy|Drama
9562,Babel,2006,Drama|Thriller
9563,"Strangers with Candy",2005,Comedy
9564,"Young Mr. Lincoln",1939,Drama
9566,Wordplay,2006,Documentary
9570,"End of the Spear",2005,Drama
9571,"Monster House",2006,Adventure|Animation|Children|Comedy|Drama|Fantasy|Mystery
9573,"Snakes on a Plane",2006,Action|Comedy|Horror|Thriller
9574,Scoop,2006,Comedy|Mystery
9575,"Talladega Nights: The Ballad of Ricky Bobby",2006,Action|Comedy
9576,"Night at the Museum",2006,Action|Comedy|Fantasy
9577,"World Trade Center",2006,Drama
9578,"Stranger Than Fiction",2006,Comedy|Drama|Fantasy|Romance
9579,"Miami Vice",2006,Action|Crime|Drama|Thriller
9584,"John Tucker Must Die",2006,Comedy|Romance
9587,Crank,2006,Action|Thriller
9594,"Dirty Mary Crazy Larry",1974,Action|Crime|Drama|Romance
9595,"Step Up",2006,Drama|Romance
9597,"Bon Cop, Bad Cop",2006,Action|Comedy|Crime|Thriller
9598,"Half Nelson",2006,Drama
9599,"La Moustache",2005,Drama|Mystery|Thriller
9600,Tideland,2005,Drama|Fantasy|Thriller
9601,"Cabin in the Sky",1943,Fantasy|Musical
9602,"Material Girls",2006,Children|Comedy|Drama
9603,Accepted,2006,Comedy
9609,Beerfest,2006,Comedy
9610,"How to Eat Fried Worms",2006,Children|Drama
9611,Invincible,2006,Drama
9614,"Way Out West",1937,Comedy|Western
9615,Angel-A,2005,Comedy|Drama|Fantasy|Romance
9619,Lassie,2005,Adventure|Children
9621,Crossover,2006,Action|Drama
9626,Severance,2006,Comedy|Horror|Thriller
9628,Hollywoodland,2006,Crime|Drama|Mystery|Thriller
9630,"Jesse James",1939,Action|Crime|Drama|Romance|Western
9632,"Trust the Man",2005,Comedy|Drama|Romance
9633,SherryBaby,2006,Drama
9634,Idiocracy,2006,Adventure|Comedy|Sci-Fi
9638,"Snoopy Come Home",1972,Animation|Children|Comedy|Musical
9644,"Gridiron Gang",2006,Drama
9650,Apocalypto,2006,Action|Adventure|Drama
9651,Flyboys,2006,Action|Adventure|Drama|War
9652,"Jackass Number Two",2006,Comedy|Documentary
9653,"All The King's Men",2006,Drama
9654,"Conversations with Other Women",2005,Comedy|Drama|Romance
9656,"Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan",2006,Comedy
9659,"Open Season",2006,Adventure|Animation|Children|Comedy
9660,"School for Scoundrels",2006,Comedy|Crime
9663,"Employee of the Month",2006,Comedy
9665,"Running With Scissors",2006,Comedy|Drama
9667,"Ellie Parker",2005,Comedy|Drama
9669,"Man of the Year",2006,Comedy|Thriller
9671,Infamous,2006,Drama
9672,"One Night with the King",2006,Drama
9676,"Little Children",2006,Drama|Romance
9681,Shortbus,2006,Comedy|Drama|Romance
9682,"Children of Men",2006,Action|Adventure|Drama|Sci-Fi|Thriller
9684,"Flags of Our Fathers",2006,Drama|War
9685,Flicka,2006,Children|Drama
9687,"13 Tzameti",2005,Film-Noir|Thriller
9688,"Saw III",2006,Crime|Horror|Thriller
9689,"Catch a Fire",2006,Drama|Thriller
9690,"Death of a President",2006,Crime|Drama|Mystery|Thriller
9692,"5 Fingers",1952,Drama|Thriller
9694,"Flushed Away",2006,Animation|Comedy
9695,"Perfume: The Story of a Murderer",2006,Crime|Drama|Thriller
9701,"Shut Up & Sing",2006,Documentary
9704,"For Your Consideration",2006,Comedy
9707,"Casino Royale",2006,Action|Adventure|Thriller
9708,"Happy Feet",2006,Adventure|Animation|Children|Comedy
9709,"Let's Go to Prison",2006,Comedy
9711,Bobby,2006,Drama
9712,"Deck the Halls",2006,Comedy
9713,"10 Items or Less",2006,Comedy|Drama|Romance
9715,"Snow Cake",2006,Drama
9717,"Fast Food Nation",2006,Drama
9719,"Tenacious D in The Pick of Destiny",2006,Adventure|Comedy|Musical
9722,"Van Wilder 2: The Rise of Taj",2006,Comedy
9723,Turistas,2006,Adventure|Drama|Horror|Mystery|Thriller
9724,"Blood Diamond",2006,Adventure|Crime|Drama|Thriller|War
9728,"Charlotte's Web",2006,Children|Comedy|Drama|Fantasy
9729,Eragon,2006,Action|Adventure|Fantasy
9730,"Rocky Balboa",2006,Action|Drama
9731,"Fur: An Imaginary Portrait of Diane Arbus",2006,Drama|Fantasy|Romance
9734,"We Are Marshall",2006,Drama
9737,Dreamgirls,2006,Drama|Musical
9739,"Freedom Writers",2007,Drama
9740,"Inland Empire",2006,Drama|Film-Noir|Horror|Mystery|Thriller
9742,"Notes on a Scandal",2006,Drama
9743,"DOA: Dead or Alive",2006,Action|Adventure
9747,"Sweet Land",2005,Drama|Fantasy
9748,"Letters from Iwo Jima",2006,Drama|War
9749,"Black Christmas",2006,Action|Horror|Thriller
9752,"Code Name: The Cleaner",2007,Action|Comedy|Crime
9753,"Stomp the Yard",2007,Drama|Musical
9754,"Miss Potter",2006,Drama
9758,"David and Bathsheba",1951,Drama|Romance
9759,"Old Joy",2006,Drama
9760,Venus,2006,Drama|Romance
9761,"Rosario Tijeras",2005,Crime|Drama|Romance
9772,"Bridge to Terabithia",2007,Adventure|Children|Fantasy
9775,Waitress,2007,Comedy|Drama|Romance
9777,"Smokin' Aces",2006,Action|Crime|Drama|Thriller
9778,"Blood and Chocolate",2007,Drama|Fantasy|Horror|Romance
9779,"Epic Movie",2007,Adventure|Comedy
9781,"Because I Said So",2007,Comedy|Drama|Romance
9782,"Hannibal Rising",2007,Drama|Horror|Thriller
9783,Norbit,2007,Comedy|Romance
9785,"Cocaine Cowboys",2006,Documentary
9786,"Lonely Hearts",2006,Crime|Drama|Thriller
9787,Ratatouille,2007,Animation|Children|Comedy|Fantasy
9797,Breach,2007,Drama|Thriller
9798,"Daddy's Little Girls",2007,Comedy|Romance
9799,"Music and Lyrics",2007,Comedy|Romance
9801,"Reno 911!: Miami",2007,Comedy
9802,"Black Snake Moan",2006,Drama|Romance
9805,"Factory Girl",2006,Drama|Film-Noir
9807,"Hot Fuzz",2007,Action|Comedy|Crime
9809,Karla,2006,Crime|Drama|Thriller
9813,"Breaking and Entering",2006,Drama
9814,"Amazing Grace",2006,Drama|Romance
9815,"2001 Maniacs",2005,Comedy|Horror
9816,Zodiac,2007,Crime|Drama|Thriller
9818,"Wild Hogs",2007,Adventure|Comedy
9821,300,2007,Action|Fantasy|War
9823,"Julius Caesar",1953,Drama
9824,"Starter for 10",2006,Drama|Romance
9828,"Becoming Jane",2007,Drama|Romance
9831,"I Think I Love My Wife",2007,Comedy|Drama|Romance
9833,Premonition,2007,Drama|Thriller
9834,"Dead Silence",2007,Horror|Mystery|Thriller
9835,"Reign Over Me",2007,Drama
9841,Jindabyne,2006,Crime|Drama|Mystery|Thriller
9848,"Blades of Glory",2007,Action|Comedy
9850,Grindhouse,2007,Action|Crime|Horror|Sci-Fi|Thriller
9853,"Meet the Robinsons",2007,Action|Adventure|Animation|Children|Comedy|Sci-Fi
9854,"Seraphim Falls",2006,Action|Adventure|Drama|War|Western
9855,Sunshine,2007,Adventure|Drama|Sci-Fi|Thriller
9857,"Copying Beethoven",2006,Drama|Musical
9861,"Goya's Ghosts",2006,Drama
9862,"Perfect Stranger",2007,Drama|Thriller
9863,Disturbia,2007,Drama|Thriller
9864,Pathfinder,2007,Action|Adventure|Drama|Thriller|War
9865,"Aqua Teen Hunger Force Colon Movie Film for Theaters",2007,Animation|Comedy
9866,"Puccini For Beginners",2006,Comedy|Romance
9870,Fracture,2007,Crime|Drama|Mystery|Thriller
9871,"Big Nothing",2006,Comedy|Crime|Thriller
9872,Vacancy,2007,Horror|Thriller
9874,"In the Land of Women",2007,Comedy|Drama|Romance
9875,"Mr. Bean's Holiday",2007,Comedy
9880,"Lucky You",2007,Comedy|Drama
9888,"This Is England",2006,Drama
9889,"Away from Her",2006,Drama|Romance
9890,"Knocked Up",2007,Comedy|Drama|Romance
9891,Hairspray,2007,Comedy|Drama|Musical
9892,"28 Weeks Later",2007,Drama|Horror|Sci-Fi|Thriller|War
9893,"Georgia Rule",2007,Comedy|Drama|Romance
9894,"Delta Farce",2007,Action|Adventure|Comedy
9895,"Red Dust",1932,Drama
9898,"Pirates of the Caribbean: At World's End",2007,Action|Adventure|Comedy|Fantasy
9900,"Mr. Brooks",2007,Crime|Drama|Thriller
9905,"Eagle vs Shark",2007,Comedy
9907,Cashback,2006,Comedy|Drama|Romance
9908,"Ocean's Thirteen",2007,Comedy|Crime|Drama|Thriller
9913,"Hostel: Part II",2007,Crime|Horror|Thriller
9914,"Paranoid Park",2007,Crime|Drama
9916,"Surf's Up",2007,Action|Adventure|Animation|Children|Comedy
9918,"Nancy Drew",2007,Adventure|Crime|Thriller
9922,"Rescue Dawn",2006,Action|Adventure|Drama|War
9927,"In Search of a Midnight Kiss",2007,Comedy|Romance
9931,"O Lucky Man!",1973,Adventure|Drama|Fantasy
9932,Sicko,2007,Documentary
9934,1408,2007,Drama|Horror|Thriller
9935,"Death at a Funeral",2007,Comedy|Drama
9936,"Live Free or Die Hard",2007,Action|Adventure|Crime|Thriller
9937,"License to Wed",2007,Comedy|Romance
9938,Evening,2007,Drama
9939,"Evan Almighty",2007,Comedy|Fantasy
9940,Transformers,2007,Action|Adventure|Sci-Fi|Thriller
9941,Captivity,2007,Thriller
9942,"Harry Potter and the Order of the Phoenix",2007,Adventure|Drama|Fantasy|IMAX
9945,"Driving Lessons",2006,Comedy|Drama
9946,"First Snow",2006,Drama|Thriller
9948,"Across the Universe",2007,Drama|Musical|Romance|War
9949,"Broken English",2007,Comedy|Drama|Romance
9952,"Hot Rod",2007,Action|Comedy|Romance
9953,Stardust,2007,Adventure|Fantasy|Romance
9954,"Who's Your Caddy?",2007,Comedy
9957,"I Know Who Killed Me",2007,Crime|Drama|Thriller
9958,"No Reservations",2007,Comedy|Drama|Romance
9960,"Charlie Bartlett",2007,Comedy|Drama
9966,"You Kill Me",2007,Comedy|Crime|Thriller
9969,Superbad,2007,Comedy
9971,Joshua,2007,Drama|Thriller
9972,"Talk to Me",2007,Drama
9975,"Rush Hour 3",2007,Action|Comedy|Crime|Thriller
9977,"Lady Chatterley",2006,Drama|Romance
9978,"Balls of Fury",2007,Comedy
9979,"Sydney White",2007,Comedy
9981,"Rocket Science",2007,Comedy|Drama
9982,"Daddy Day Camp",2007,Children|Comedy
9984,War,2007,Action|Thriller
9987,"September Dawn",2007,Drama|Romance|Western
9989,"Death Sentence",2007,Drama|Thriller
9990,"2 Days in Paris",2007,Comedy|Drama|Romance
9994,Bordertown,2006,Crime|Drama|Thriller
9997,"Planet Terror",2007,Action|Adventure|Comedy|Crime|Horror|Thriller
9998,"3:10 to Yuma",2007,Action|Crime|Drama|Western
9999,"Shoot 'Em Up",2007,Action|Adventure|Thriller
10001,Atonement,2007,Drama|Romance|War
10002,"My Winnipeg",2007,Documentary|Fantasy
10004,"No End in Sight",2007,Documentary
10006,"In the Valley of Elah",2007,Drama|Mystery
10008,"December Boys",2007,Drama
10010,"Eastern Promises",2007,Crime|Drama|Thriller
10011,"Brooklyn Rules",2007,Crime|Drama|Romance
10015,"Stephanie Daley",2006,Drama
10018,"Resident Evil: Extinction",2007,Action|Horror|Sci-Fi|Thriller
10020,"Good Luck Chuck",2007,Comedy|Romance
10021,"Into the Wild",2007,Adventure|Drama
10024,"Feast of Love",2007,Drama|Romance
10025,Postal,2007,Action|Comedy|Horror|Thriller
10028,"Dan in Real Life",2007,Comedy|Drama|Romance
10030,"We Own the Night",2007,Crime|Drama
10031,"Elizabeth: The Golden Age",2007,Drama
10032,"Michael Clayton",2007,Drama|Thriller
10033,Sleuth,2007,Comedy|Drama|Mystery|Thriller
10034,"Lars and the Real Girl",2007,Comedy|Drama
10035,"30 Days of Night",2007,Horror|Thriller
10036,Rendition,2007,Drama|Thriller
10037,"Things We Lost in the Fire",2007,Drama|Romance
10038,"Reservation Road",2007,Drama|Thriller
10039,"Gone Baby Gone",2007,Crime|Drama|Mystery
10043,"10th & Wolf",2006,Crime|Drama|Thriller
10046,"I'm Reed Fish",2006,Comedy|Drama|Romance
10048,Persepolis,2007,Animation|Drama
10052,Silk,2007,Adventure|Drama|Romance
10055,"Black Sheep",2006,Comedy|Horror
10058,"Saw IV",2007,Crime|Horror|Thriller
10065,"King of California",2007,Comedy
10066,"Martian Child",2007,Comedy|Drama
10067,"American Gangster",2007,Crime|Drama|Thriller
10068,"Bee Movie",2007,Animation|Comedy
10069,"Before the Devil Knows You're Dead",2007,Crime|Drama|Thriller
10071,"No Country for Old Men",2007,Crime|Drama|Thriller
10072,"Be Kind Rewind",2008,Comedy
10076,"August Rush",2007,Drama|Musical
10080,Hellfighters,1968,Action|Adventure
10081,"Lions For Lambs",2007,Drama|Thriller|War
10082,"Fred Claus",2007,Children|Comedy|Fantasy
10083,Beowulf,2007,Action|Adventure|Animation|Drama|Fantasy
10084,"Mr. Magorium's Wonder Emporium",2007,Children|Comedy|Fantasy
10085,"Love in the Time of Cholera",2007,Drama|Romance
10086,"Southland Tales",2006,Comedy|Drama|Sci-Fi
10088,"Rails & Ties",2007,Drama
10094,Enchanted,2007,Adventure|Animation|Children|Comedy|Fantasy|Musical|Romance
10096,"This Christmas",2007,Comedy|Drama|Romance
10097,P2,2007,Horror|Thriller
10098,"Om Shanti Om",2007,Action|Drama|Musical|Romance
10101,"I Am Legend",2007,Action|Horror|Sci-Fi|Thriller
10102,"Alvin and the Chipmunks",2007,Children|Comedy
10105,"Margot at the Wedding",2007,Comedy|Drama
10109,Juno,2007,Drama|Romance
10110,"My Blueberry Nights",2007,Drama|Romance
10112,Redacted,2007,Action|Crime|Drama|War
10113,Helvetica,2007,Documentary
10119,"Wristcutters: A Love Story",2006,Comedy|Drama|Fantasy|Romance
10120,Vitus,2006,Drama
10123,"Sweeney Todd: The Demon Barber of Fleet Street",2007,Drama|Horror|Musical|Thriller
10124,"National Treasure: Book of Secrets",2007,Action|Adventure
10125,"There Will Be Blood",2007,Drama
10126,"Charlie Wilson's War",2007,Comedy|Drama|War
10128,"Walk Hard: The Dewey Cox Story",2007,Comedy|Musical
10133,"P.S. I Love You",2007,Comedy|Drama|Romance
10135,"27 Dresses",2008,Comedy|Romance
10136,"Cassandra's Dream",2007,Crime|Drama|Thriller
10139,[Rec],2007,Horror|Thriller
10141,Flawless,2007,Crime|Drama
10143,Cloverfield,2008,Action|Mystery|Sci-Fi|Thriller
10144,"Mad Money",2008,Comedy|Crime|Thriller
10145,Cleaner,2007,Crime|Thriller
10146,"He Was a Quiet Man",2007,Drama
10151,"3 Bad Men",1926,Western
10154,"Sex and Breakfast",2007,Comedy|Drama|Romance
10156,"First Sunday",2008,Comedy|Crime
10157,Untraceable,2008,Crime|Thriller
10159,"How She Move",2007,Drama
10160,"Meet the Spartans",2008,Comedy
10162,"Strange Wilderness",2008,Comedy
10163,"Over Her Dead Body",2008,Comedy|Fantasy|Romance
10165,"Hellboy II: The Golden Army",2008,Action|Adventure|Comedy|Fantasy|Sci-Fi
10167,"In Bruges",2008,Comedy|Crime|Drama
10178,Jumper,2008,Adventure|Drama|Sci-Fi|Thriller
10180,"Definitely, Maybe",2008,Comedy|Drama|Romance
10184,"Vantage Point",2008,Action|Drama|Thriller
10187,"Witless Protection",2008,Comedy
10189,Semi-Pro,2008,Comedy
10192,"Taxi to the Dark Side",2007,Documentary
10193,"Grace Is Gone",2007,Drama
10194,"College Road Trip",2008,Comedy
10197,Doomsday,2008,Action|Drama|Sci-Fi|Thriller
10198,"Horton Hears a Who!",2008,Adventure|Animation|Children|Comedy
10201,Mongol,2007,Drama|Romance|War
10202,"War Dance",2007,Documentary
10204,"Diary of the Dead",2007,Fantasy|Horror|Thriller
10206,Penelope,2006,Children|Comedy|Fantasy|Romance
10208,"Romulus, My Father",2007,Drama
10211,"Then She Found Me",2007,Comedy|Drama|Romance
10213,"Miss Pettigrew Lives for a Day",2008,Comedy|Romance
10219,"Quiet City",2007,Drama
10221,"Never Back Down",2008,Action
10223,"Drillbit Taylor",2008,Comedy
10225,"Youth Without Youth",2007,Drama|Romance|Sci-Fi
10227,"Smart People",2008,Comedy|Drama|Romance
10229,Leatherheads,2008,Comedy|Drama|Romance
10230,Stop-Loss,2008,Drama|War
10231,"Shine a Light",2008,Documentary|IMAX|Musical
10234,"Nim's Island",2008,Adventure|Comedy|Fantasy
10236,"Forgetting Sarah Marshall",2008,Comedy|Romance
10238,"Superhero Movie",2008,Action|Comedy|Sci-Fi
10241,"Harold & Kumar Escape from Guantanamo Bay",2008,Adventure|Comedy
10242,"99 francs",2007,Comedy
10243,"Speed Racer",2008,Action|Adventure|Children
10244,"Diminished Capacity",2008,Comedy
10245,"Chapter 27",2007,Crime|Drama
10247,"Where in the World Is Osama Bin Laden?",2008,Documentary
10249,Happy-Go-Lucky,2008,Comedy|Drama
10250,Religulous,2008,Documentary
10252,"Son of Rambow",2007,Comedy|Drama
10257,Deception,2008,Action|Drama|Thriller
10258,"Baby Mama",2008,Comedy
10259,Klimt,2006,Drama
10260,"Expelled: No Intelligence Allowed",2008,Documentary
10264,"Made of Honor",2008,Comedy|Romance
10265,Redbelt,2008,Action|Drama
10267,Anamorph,2007,Crime|Thriller
10268,Taken,2008,Action|Crime|Drama|Thriller
10275,Bella,2006,Drama|Romance
10278,Reprise,2006,Drama
10280,"War, Inc.",2008,Comedy|Crime|Thriller
10283,"Indiana Jones and the Kingdom of the Crystal Skull",2008,Action|Adventure|Comedy
10291,"Sex and the City",2008,Comedy|Romance
10293,"Savage Grace",2007,Crime|Drama
10295,"All the Boys Love Mandy Lane",2006,Horror|Mystery|Thriller
10296,"Kung Fu Panda",2008,Action|Animation|Children|Comedy
10301,"100 Rifles",1969,Adventure|Western
10305,"You Don't Mess with the Zohan",2008,Comedy
10307,"And When Did You Last See Your Father?",2007,Drama
10309,Stuck,2007,Horror|Thriller
10310,"Chaos Theory",2007,Comedy|Drama|Romance
10314,Baghead,2008,Comedy
10317,Wanted,2008,Action|Thriller
10318,Hancock,2008,Action|Comedy|Drama|Fantasy
10319,"Get Smart",2008,Comedy
10324,"Roman de gare",2007,Drama|Mystery
10331,"Kit Kittredge: An American Girl",2008,Children|Comedy|Drama|Mystery
10332,"Gonzo: The Life and Work of Dr. Hunter S. Thompson",2008,Documentary
10343,Transylvania,2006,Drama
10344,"Mamma Mia!",2008,Comedy|Musical|Romance
10345,Ganes,2007,Drama|Musical
10347,Kabluey,2007,Comedy|Drama
10355,"Journey to the Center of the Earth",2008,Action|Adventure|Fantasy|Sci-Fi
10356,"Meet Dave",2008,Comedy|Sci-Fi
10364,Transsiberian,2008,Crime|Drama|Thriller
10371,"Shotgun Stories",2007,Drama|Thriller
10372,"Blast of Silence",1961,Crime|Drama|Thriller
10373,Felon,2008,Action|Crime|Drama
10374,"Step Brothers",2008,Comedy
10377,"American Teen",2008,Documentary
10378,"Man on Wire",2008,Documentary|Thriller
10380,Pathology,2008,Crime|Horror|Thriller
10386,"Frozen River",2008,Drama
10389,"Vicky Cristina Barcelona",2008,Drama
10390,"Eve and the Fire Horse",2005,Drama
10393,"Pineapple Express",2008,Action|Comedy|Crime|Thriller
10395,Expired,2007,Comedy|Drama|Romance
10397,"Hell Ride",2008,Action|Drama|Thriller
10400,"Tropic Thunder",2008,Action|Adventure|Comedy|War
10401,"Star Wars: The Clone Wars",2008,Action|Adventure|Animation|Sci-Fi
10402,"Henry Poole is Here",2008,Drama|Mystery
10406,"Hamlet 2",2008,Comedy
10412,Mirrors,2008,Horror|Thriller
10414,"Fly Me to the Moon",2008,Adventure|Animation
10419,"Burn After Reading",2008,Comedy|Crime
10420,"Disaster Movie",2008,Comedy
10421,"Babylon A.D.",2008,Action|Adventure|Sci-Fi|Thriller
10422,Traitor,2008,Drama
10430,"Bangkok Dangerous",2008,Action|Crime|Thriller
10444,"Righteous Kill",2008,Action|Crime|Mystery|Thriller
10469,1984,1956,Drama|Sci-Fi
10472,"Eagle Eye",2008,Action|Crime|Thriller
10473,"How to Lose Friends & Alienate People",2008,Comedy
10476,"Nick and Norah's Infinite Playlist",2008,Comedy|Drama|Romance
10482,Gomorra,2008,Crime|Drama
10491,"Rachel Getting Married",2008,Drama|Romance
10492,"Body of Lies",2008,Action|Drama|Thriller
10498,"Max Payne",2008,Action|Crime|Drama|Thriller
10499,"Zack and Miri Make a Porno",2008,Comedy|Drama|Romance
10501,"My Best Friend's Girl",2008,Comedy|Romance
